3
42.431768,-71.147511;42.431604,-71.147859;42.431478,-71.147578;
90.000000;10.000000;57.706816;11.830100;0.000000;27.692308;42.431555;-71.147495;40.000000;6.320000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431558;-71.147491;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431562;-71.147487;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431565;-71.147483;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431569;-71.147479;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431572;-71.147475;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431576;-71.147470;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431579;-71.147466;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431583;-71.147462;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431586;-71.147458;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431589;-71.147454;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431593;-71.147450;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431596;-71.147446;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431600;-71.147442;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431603;-71.147438;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431607;-71.147434;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431610;-71.147430;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431613;-71.147425;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431617;-71.147421;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431620;-71.147417;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431624;-71.147413;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431627;-71.147409;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431631;-71.147405;40.000000;5.710000
90.000000;10.000000;72.256759;14.353182;0.000000;0.000000;42.431634;-71.147401;40.000000;5.710000
